Date	Ping	Down	Up
20170112 14:30:00	15.79	88.06	26.98
20170112 15:00:00	11.726	86.99	27.51
20170112 15:30:00	14.663	91.93	28.31
20170112 16:00:00	10.798	92.92	31.31
20170112 16:30:00	14.316	91.15	25.90
20170112 17:00:01	13.803	89.60	25.38
20170112 17:30:00	14.156	90.65	28.87
20170112 18:00:00	11.114	90.76	31.55
20170112 18:30:00	14.054	90.28	30.37
20170112 19:00:00	13.943	91.16	27.95
20170112 19:30:00	15.264	92.16	27.41
20170112 20:00:00	11.212	89.70	29.58
20170112 20:30:00	14.004	87.61	27.70
20170112 21:00:00	91.029	90.17	25.40
20170112 21:30:00	13.983	81.11	24.79
20170112 22:00:00	13.295	89.89	28.98
20170112 22:30:00	24.707	72.36	20.25
20170112 23:00:00	13.3	91.05	29.28
20170112 23:30:00	19.003	90.65	30.33
20170113 00:00:00	13.646	91.11	29.28
20170113 00:30:00	11.061	90.54	30.13
20170113 01:00:00	13.702	92.03	25.62
20170113 01:30:00	11.087	91.45	26.12
20170113 02:00:00	14.378	90.77	29.50
20170113 02:30:00	11.095	91.85	28.66
20170113 03:00:00	10.606	91.25	27.24
20170113 03:30:01	11.104	91.75	25.68
20170113 04:00:00	10.996	91.52	27.54
20170113 04:30:00	10.935	91.62	27.20
20170113 05:00:00	11.532	90.92	22.60
20170113 05:30:00	10.153	92.80	29.83
20170113 06:00:00	13.073	92.38	26.53
20170113 06:30:00	13.462	90.17	27.39
20170113 07:00:00	14.832	90.67	27.16
20170113 07:30:00	13.808	91.40	29.68
20170113 08:00:00	10.999	90.27	26.39
20170113 08:30:01	13.217	90.39	27.68
20170113 09:00:00	10.303	82.70	25.07
20170113 09:30:00	14.177	90.52	30.55
20170113 10:00:00	10.554	88.75	27.11
20170113 10:30:00	15.185	91.71	27.64
20170113 11:00:00	13.853	91.29	30.45
20170113 11:30:00	14.062	90.64	29.21
20170113 12:00:00	14.284	91.98	28.09
20170113 12:30:00	14.934	91.38	27.38
20170113 13:00:00	14.168	90.43	27.91
20170113 13:30:00	11.119	90.50	30.84
20170113 14:00:00	14.767	91.25	28.77
20170113 14:30:00	14.426	91.83	28.65
20170113 15:00:00	14.135	91.70	26.79
20170113 15:30:00	10.834	89.28	31.43
20170113 16:00:00	19.303	88.38	31.31
20170113 16:30:00	14.247	92.59	28.98
20170113 17:00:00	13.844	88.25	29.73
20170113 17:30:01	14.32	90.93	28.91
20170113 18:00:00	10.37	89.37	29.71
20170113 18:30:00	10.866	89.51	29.10
20170113 19:00:00	10.918	92.16	28.42
20170113 19:30:01	14.564	91.23	27.24
20170113 20:00:00	11.321	83.66	28.48
20170113 20:30:00	48.207	66.80	24.30
20170113 21:00:00	25.783	73.81	24.47
20170113 21:30:00	61.548	71.39	22.76
20170113 22:00:00	48.196	64.90	19.92
20170113 22:30:00	51.63	67.18	22.33
20170113 23:00:00	10.861	90.69	29.49
20170113 23:30:00	11.093	92.62	29.01
20170114 00:00:00	10.984	91.68	28.36
20170114 00:30:00	16.106	91.31	29.08
20170114 01:00:00	11.028	91.26	29.96
20170114 01:30:00	15.47	91.23	30.12
20170114 02:00:00	10.016	91.11	29.30
20170114 02:30:00	14.918	90.96	29.66
20170114 03:00:00	10.739	91.86	30.97
20170114 03:30:00	10.979	91.89	28.21
20170114 04:00:00	15.245	91.11	28.87
20170114 04:30:01	10.665	92.08	29.83
20170114 05:00:00	9.027	90.36	30.64
20170114 05:30:00	11.01	91.15	30.54
20170114 06:00:00	14.463	90.47	30.95
20170114 06:30:00	10.945	90.28	26.30
20170114 07:00:00	10.988	90.42	29.38
20170114 07:30:00	14.358	90.28	27.34
20170114 08:00:01	14.522	90.89	29.85
20170114 08:30:00	10.754	90.77	28.72
20170114 09:00:00	14.695	91.49	24.37
20170114 09:30:00	14.22	88.87	27.09
20170114 10:00:00	11.089	91.09	26.90
20170114 10:30:00	15.167	90.82	29.80
20170114 11:00:00	10.928	90.17	25.96
20170114 11:30:00	10.715	91.53	28.35
20170114 12:00:01	10.511	90.97	26.30
20170114 12:30:01	14.173	91.87	24.91
20170114 13:00:00	11.023	91.28	26.45
20170114 13:30:00	16.424	90.47	28.50
20170114 14:00:00	10.748	91.05	29.55
20170114 14:30:00	15.115	92.57	28.67
20170114 15:00:00	14.051	89.88	28.95
20170114 15:30:00	15.338	90.95	29.99
20170114 16:00:00	11.248	91.71	28.87
20170114 16:30:01	15.712	90.74	30.44
20170114 17:00:00	11.02	91.82	25.00
20170114 17:30:00	14.492	90.46	30.18
20170114 18:00:00	8.957	91.68	31.54
20170114 18:30:00	14.651	91.94	27.62
20170114 19:00:00	14.825	91.30	28.20
20170114 19:30:00	11.214	89.54	28.51
20170114 20:00:00	15.121	91.06	27.81
20170114 20:30:00	10.973	87.77	28.82
20170114 21:00:00	15.223	84.36	27.43
20170114 21:30:00	11.598	90.92	30.29
20170114 22:00:00	14.503	88.72	27.38
20170114 22:30:00	9.857	89.33	29.62
20170114 23:00:00	10.589	92.42	30.62
20170114 23:30:00	14.672	91.70	28.17
20170115 00:00:00	11.045	90.24	26.82
20170115 00:30:00	16.516	92.42	28.47
20170115 01:00:00	14.827	91.51	29.60
20170115 01:30:00	11.076	89.98	26.70
20170115 02:00:01	14.42	90.26	29.23
20170115 02:30:00	10.965	89.11	27.57
20170115 03:00:00	10.628	91.50	26.28
20170115 03:30:00	10.879	90.74	31.67
20170115 04:00:00	10.987	91.66	28.57
20170115 04:30:00	14.113	90.57	31.50
20170115 05:00:00	14.196	91.97	29.24
20170115 05:30:00	10.822	90.43	28.52
20170115 06:00:00	14.844	91.80	31.10
20170115 06:30:00	11.224	90.12	29.42
20170115 07:00:00	13.883	92.03	28.30
20170115 07:30:00	10.951	90.82	24.31
20170115 08:00:01	13.975	91.85	24.69
20170115 08:30:00	10.065	91.76	30.33
20170115 09:00:00	14.414	91.24	28.89
20170115 09:30:00	11.137	91.65	27.46
20170115 10:00:01	15.544	90.91	24.96
20170115 10:30:00	14.83	91.93	28.65
20170115 11:00:00	15.001	86.16	28.64
20170115 11:30:00	14.078	91.56	28.15
20170115 12:00:00	15.814	84.51	27.21
20170115 12:30:00	22.362	82.12	27.16
20170115 13:00:01	10.932	90.09	28.36
20170115 13:30:00	43.708	90.07	28.25
20170115 14:00:00	11.03	80.41	30.04
20170115 14:30:00	15.437	86.25	28.67
20170115 15:00:00	10.632	88.15	28.54
20170115 15:30:00	14.994	89.53	28.73
20170115 16:00:00	10.938	90.46	24.75
20170115 16:30:00	10.86	90.96	28.18
20170115 17:00:00	10.835	92.21	30.56
20170115 17:30:00	14.772	89.83	30.09
20170115 18:00:00	14.272	91.52	27.21
20170115 18:30:00	10.608	90.35	30.97
20170115 19:00:00	14.953	91.58	29.68
20170115 19:30:00	14.952	88.07	28.77
20170115 20:00:00	11.187	86.09	28.74
20170115 20:30:00	65.314	55.21	17.23
20170115 21:00:00	69.485	63.92	21.18
20170115 21:30:01	91.35	49.77	13.53
20170115 22:00:00	36.408	76.10	20.98
20170115 22:30:00	34.318	84.45	30.56
20170115 23:00:00	20.085	90.43	29.54
20170115 23:30:00	15.342	91.44	29.99
20170116 00:00:00	11.102	91.88	28.58
20170116 00:30:00	13.767	89.97	30.27
20170116 01:00:00	11.352	91.48	30.15
20170116 01:30:00	14.763	90.79	29.22
20170116 02:00:00	10.728	91.39	30.12
20170116 02:30:00	10.813	91.46	30.63
20170116 03:00:00	14.033	91.28	28.77
20170116 03:30:00	10.823	91.30	28.57
20170116 04:00:00	14.503	91.76	26.31
20170116 04:30:00	13.919	91.24	28.92
20170116 05:00:00	11.012	90.66	27.34
20170116 05:30:00	14.036	91.30	28.86
20170116 06:00:00	11.071	91.85	29.41
20170116 06:30:00	14.906	89.72	28.23
20170116 07:00:00	9.968	91.40	29.96
20170116 07:30:00	15.102	92.59	29.91
20170116 08:00:00	14.126	90.35	29.43
20170116 08:30:00	14.029	92.48	29.21
20170116 09:00:00	13.822	91.56	30.37
20170116 09:30:00	14.397	88.34	26.82
20170116 10:00:00	10.892	90.79	29.92
20170116 10:30:00	15.04	91.96	26.53
20170116 11:00:00	15.407	90.12	28.67
20170116 11:30:00	11.389	90.85	27.46
20170116 12:00:00	15.577	91.21	26.37
20170116 12:30:00	14.745	90.83	27.76
20170116 13:00:00	10.355	89.75	30.37
20170116 13:30:00	14.16	89.74	30.48
20170116 14:00:00	11.069	88.17	27.74
20170116 14:30:00	14.457	88.95	27.38
20170116 15:00:00	11.281	91.40	25.72
20170116 15:30:00	15.044	91.57	28.01
20170116 16:00:01	13.344	90.23	30.33
20170116 16:30:00	10.954	90.47	26.71
20170116 17:00:00	146.929	89.56	27.16
20170116 17:30:00	10.184	91.82	29.50
20170116 18:00:00	11.042	89.72	29.25
20170116 18:30:00	10.99	89.80	32.24
20170116 19:00:00	14.004	90.21	28.85
20170116 19:30:00	10.751	88.66	30.88
20170116 20:00:00	14.404	90.13	28.49
20170116 20:30:00	11.053	84.85	27.29
20170116 21:00:00	65.68	67.54	19.07
20170116 21:30:00	95.678	51.87	12.41
20170116 22:00:00	14.226	75.14	21.79
20170116 22:30:00	35.311	69.33	22.86
20170116 23:00:00	10.955	88.89	28.45
20170116 23:30:01	14.648	89.78	27.64
20170117 00:00:01	10.945	90.64	29.61
20170117 00:30:00	14.044	90.79	30.64
20170117 01:00:00	14.166	90.78	26.90
20170117 01:30:00	10.866	90.95	28.13
20170117 02:00:00	14.82	90.34	25.71
20170117 02:30:00	10.092	91.46	30.45
20170117 03:00:00	13.247	90.93	27.76
20170117 03:30:00	13.529	87.95	29.56
20170117 04:00:00	10.795	90.59	31.06
20170117 04:30:00	13.974	91.02	30.12
20170117 05:00:00	10.482	91.25	29.64
20170117 05:30:01	13.275	90.52	29.31
20170117 06:00:00	10.839	90.79	27.31
20170117 06:30:00	14.676	89.07	24.39
20170117 07:00:00	10.65	89.49	28.49
20170117 07:30:01	13.946	91.21	28.33
20170117 08:00:00	11.022	91.33	31.57
20170117 08:30:00	10.952	90.48	28.24
20170117 09:00:00	11.275	88.66	30.76
20170117 09:30:01	14.404	90.23	25.18
20170117 10:00:00	10.99	89.86	30.60
20170117 10:30:00	18.984	88.57	29.15
20170117 11:00:00	13.894	90.27	27.41
20170117 11:30:00	13.954	90.35	29.23
20170117 12:00:00	11.012	91.71	26.69
20170117 12:30:00	14.893	91.96	28.24
20170117 13:00:00	11.255	91.86	28.01
20170117 13:30:00	14.969	91.00	28.43
20170117 14:00:00	10.959	92.42	29.17
20170117 14:30:00	15.154	88.52	30.55
20170117 15:00:00	10.834	89.71	31.51
20170117 15:30:00	13.725	88.45	27.70
20170117 16:00:00	14.299	91.54	29.91
20170117 16:30:01	13.553	89.76	27.97
20170117 17:00:00	10.758	91.27	26.57
20170117 17:30:01	13.535	91.70	24.11
20170117 18:00:00	10.849	91.07	29.90
20170117 18:30:00	14.027	90.87	30.04
20170117 19:00:00	13.789	90.63	30.40
20170117 19:30:01	10.981	89.75	28.05
20170117 20:00:01	13.884	90.67	27.81
20170117 20:30:00	16.158	87.11	28.62
20170117 21:00:00	9.596	88.52	28.26
20170117 21:30:00	20.321	85.57	26.45
20170117 22:00:00	15.027	90.64	28.18
20170117 22:30:01	10.764	92.61	27.54
20170117 23:00:01	14.921	91.78	27.06
20170117 23:30:00	10.882	92.80	24.38
20170118 00:00:00	14.348	90.40	27.61
20170118 00:30:00	11.237	90.65	29.23
20170118 01:00:00	14.688	90.20	30.69
20170118 01:30:00	13.689	92.37	29.45
20170118 02:00:00	10.699	89.66	29.55
20170118 02:30:00	14.21	90.11	29.24
20170118 03:00:00	10.627	89.57	21.09
20170118 03:30:00	10.636	91.99	29.35
20170118 04:00:00	11.042	89.50	28.42
20170118 04:30:00	10.853	90.85	28.00
20170118 05:00:00	13.963	91.02	29.57
20170118 05:30:00	9.988	91.57	28.52
20170118 06:00:00	13.79	91.01	29.09
20170118 06:30:00	10.97	91.09	27.97
20170118 07:00:00	13.916	92.53	30.26
20170118 07:30:00	13.999	92.43	28.58
20170118 08:00:00	10.638	91.15	27.86
20170118 08:30:00	15.048	89.91	28.18
20170118 09:00:00	12.531	88.74	28.35
20170118 09:30:00	14.063	92.27	31.75
20170118 10:00:00	10.858	90.30	28.94
20170118 10:30:00	13.885	87.76	29.87
20170118 11:00:00	16.089	85.17	28.22
20170118 11:30:00	11.091	84.89	28.42
20170118 12:00:00	11.476	91.16	30.81
20170118 12:30:00	10.606	91.52	28.52
20170118 13:00:00	14.747	90.99	26.30
20170118 13:30:00	14.76	91.09	30.38
20170118 14:00:00	14.858	87.83	30.33
20170118 14:30:00	13.902	88.76	28.55
20170118 15:00:00	10.209	90.90	29.64
20170118 15:30:00	14.918	91.32	30.51
20170118 16:00:00	14.148	91.45	29.39
20170118 16:30:00	10.766	90.89	30.01
20170118 17:00:00	14.541	90.76	31.69
20170118 17:30:00	10.852	88.08	30.89
20170118 18:00:00	13.45	92.29	27.71
20170118 18:30:00	14.793	90.44	27.94
20170118 19:00:00	10.17	91.36	26.93
20170118 19:30:00	15.357	88.95	29.80
20170118 20:00:00	32.477	77.47	18.77
20170118 20:30:00	57.939	69.99	16.43
20170118 21:00:00	71.46	40.98	15.67
20170118 21:30:00	92.352	54.22	15.79
20170118 22:00:00	83.01	51.09	16.55
20170118 22:30:00	48.131	66.94	19.36
20170118 23:00:00	14.731	91.49	28.68
20170118 23:30:00	13.945	91.60	28.92
20170119 00:00:00	14.287	91.49	27.48
20170119 00:30:00	10.999	91.25	29.47
20170119 01:00:01	14.328	92.38	28.09
20170119 01:30:01	10.847	89.51	29.07
20170119 02:00:00	214.533	90.56	29.48
20170119 02:30:00	14.339	89.20	30.38
20170119 03:00:00	10.665	91.43	27.92
20170119 03:30:00	15.294	91.31	26.98
20170119 04:00:00	10.672	91.29	26.61
20170119 04:30:00	17.167	90.53	30.25
20170119 05:00:00	10.891	90.55	27.63
20170119 05:30:00	14.492	91.42	27.84
20170119 06:00:00	10.731	91.80	31.62
20170119 06:30:00	14.385	89.88	27.21
20170119 07:00:00	10.24	92.04	27.20
20170119 07:30:00	16.196	89.13	25.52
20170119 08:00:00	10.675	90.46	28.62
20170119 08:30:00	15.77	91.70	31.25
20170119 09:00:00	14.712	90.99	32.15
20170119 09:30:00	10.985	91.53	28.61
20170119 10:00:00	14.157	90.59	31.79
20170119 10:30:00	18.933	86.38	28.30
20170119 11:00:00	14.348	90.43	30.71
20170119 11:30:00	14.179	91.64	28.32
20170119 12:00:00	14.422	88.95	30.10
20170119 12:30:01	11.051	84.24	26.97
20170119 13:00:00	15.268	89.38	29.77
20170119 13:30:00	14.495	83.85	26.61
20170119 14:00:00	10.872	89.54	29.30
20170119 14:30:01	15.382	91.57	28.73
20170119 15:00:00	11.039	91.93	28.98
20170119 15:30:00	14.914	92.04	31.34
20170119 16:00:00	10.84	90.68	31.74
20170119 16:30:00	13.804	88.18	29.85
20170119 17:00:01	13.456	90.70	28.09
20170119 17:30:00	13.74	91.39	25.44
20170119 18:00:00	9.621	91.75	28.87
20170119 18:30:00	13.83	90.42	29.10
20170119 19:00:00	10.737	90.60	29.44
20170119 19:30:00	10.647	90.67	28.65
20170119 20:00:00	13.552	88.28	29.06
20170119 20:30:00	10.527	92.09	29.66
20170119 21:00:00	14.969	86.50	24.93
20170119 21:30:00	12.597	89.07	28.08
20170119 22:00:00	10.493	87.04	26.45
20170119 22:30:00	13.909	85.53	28.86
20170119 23:00:00	10.157	90.80	29.19
20170119 23:30:00	14.057	87.47	29.38
20170120 00:00:00	10.905	91.09	27.28
20170120 00:30:00	14.421	90.35	28.43
20170120 01:00:00	10.682	89.69	26.01
20170120 01:30:00	15.554	89.94	28.68
20170120 02:00:00	10.284	91.01	27.23
20170120 02:30:00	10.858	88.99	28.49
20170120 03:00:00	13.771	91.68	27.90
20170120 03:30:00	13.968	89.36	29.75
20170120 04:00:00	16.698	91.59	28.21
20170120 04:30:00	10.72	91.13	31.20
20170120 05:00:00	15.589	90.94	29.44
20170120 05:30:00	9.904	92.67	29.11
20170120 06:00:00	10.633	91.31	27.48
20170120 06:30:00	10.77	91.90	30.41
20170120 07:00:00	16.361	92.17	26.66
20170120 07:30:00	10.812	90.64	30.15
20170120 08:00:00	14.068	90.38	30.03
20170120 08:30:00	11.017	89.61	27.57
20170120 09:00:01	16.165	87.14	28.10
20170120 09:30:00	9.961	85.68	30.11
20170120 10:00:00	13.763	88.65	31.28
20170120 10:30:00	16.618	90.89	27.66
20170120 11:00:00	16.203	91.50	29.85
20170120 11:30:00	15.164	91.50	29.15
20170120 12:00:00	10.208	85.92	29.45
20170120 12:30:00	14.491	84.32	29.23
20170120 13:00:01	11.022	84.97	30.91
20170120 13:30:00	10.273	85.96	30.20
20170120 14:00:00	14.292	89.00	28.32
20170120 14:30:00	13.675	89.45	30.50
20170120 15:00:00	215.046	91.60	27.03
20170120 15:30:00	10.859	90.13	30.05
20170120 16:00:00	11.042	86.25	28.20
20170120 16:30:00	13.877	90.92	29.27
20170120 17:00:00	13.952	92.23	29.50
20170120 17:30:00	13.759	91.29	28.53
20170120 18:00:00	14.718	91.04	27.67
20170120 18:30:00	13.658	90.36	28.57
20170120 19:00:00	14.569	91.35	28.45
20170120 19:30:00	14.527	89.56	24.92
20170120 20:00:00	10.915	90.05	29.02
20170120 20:30:00	15.199	86.65	28.08
20170120 21:00:00	10.628	81.27	27.48
20170120 21:30:00	21.5	82.07	24.54
20170120 22:00:00	10.529	81.63	27.64
20170120 22:30:00	19.495	86.88	30.47
20170120 23:00:00	10.819	91.98	29.07
20170120 23:30:01	14.39	86.08	27.57
20170121 00:00:00	10.982	89.27	28.03
20170121 00:30:00	10.822	86.41	29.08
20170121 01:00:00	14.444	90.81	30.87
20170121 01:30:00	14.142	91.70	29.06
20170121 02:00:00	10.222	90.52	27.45
20170121 02:30:00	10.542	91.68	29.63
20170121 03:00:01	14.448	91.83	29.87
20170121 03:30:00	13.829	91.99	29.85
20170121 04:00:00	13.721	91.66	28.97
20170121 04:30:00	10.58	90.53	28.21
20170121 05:00:00	14.991	90.55	27.64
20170121 05:30:00	10.518	91.37	31.26
20170121 06:00:00	9.61	92.35	30.40
20170121 06:30:00	13.543	91.95	29.34
20170121 07:00:00	13.6	89.12	29.43
20170121 07:30:00	10.965	88.98	25.14
20170121 08:00:00	15.0	91.03	29.87
20170121 08:30:00	13.787	89.93	28.15
20170121 09:00:00	14.722	91.13	30.02
20170121 09:30:00	14.823	92.34	27.97
20170121 10:00:00	14.355	90.85	30.64
20170121 10:30:00	14.106	92.24	27.09
20170121 11:00:01	14.07	89.86	28.41
20170121 11:30:00	15.111	91.00	31.58
20170121 12:00:00	14.356	91.95	29.13
20170121 12:30:00	10.727	92.03	27.77
20170121 13:00:00	14.942	91.65	31.28
20170121 13:30:00	10.565	90.36	27.99
20170121 14:00:01	160.617	91.49	29.07
20170121 14:30:00	10.795	91.53	26.60
20170121 15:00:00	14.933	90.90	30.26
20170121 15:30:01	10.94	90.06	29.04
20170121 16:00:00	16.74	89.66	28.53
20170121 16:30:00	14.421	91.95	28.63
20170121 17:00:01	14.608	90.40	28.70
20170121 17:30:00	10.85	89.77	30.73
20170121 18:00:01	13.82	88.74	29.74
20170121 18:30:00	10.486	91.92	26.38
20170121 19:00:00	15.396	89.81	28.24
20170121 19:30:00	11.037	90.87	27.41
20170121 20:00:00	14.934	90.08	25.19
20170121 20:30:00	15.531	90.54	28.39
20170121 21:00:00	15.507	87.18	29.32
20170121 21:30:00	10.794	89.72	28.36
20170121 22:00:00	10.596	89.01	28.28
20170121 22:30:00	16.345	91.59	29.41
20170121 23:00:00	10.839	89.70	25.76
20170121 23:30:00	16.184	91.63	32.23
20170122 00:00:00	14.45	90.32	29.50
20170122 00:30:00	11.003	90.94	30.64
20170122 01:00:00	15.835	91.15	28.52
20170122 01:30:00	14.201	90.19	28.79
20170122 02:00:00	10.547	91.04	32.23
20170122 02:30:00	15.206	90.19	28.92
20170122 03:00:00	10.529	90.34	27.46
20170122 03:30:00	16.912	91.15	28.76
20170122 04:00:00	10.707	92.56	31.72
20170122 04:30:00	10.819	89.77	27.80
20170122 05:00:00	10.755	91.62	25.09
20170122 05:30:00	10.71	91.23	28.35
20170122 06:00:00	15.406	90.02	27.53
20170122 06:30:00	10.981	91.66	28.09
20170122 07:00:00	15.422	90.30	26.90
20170122 07:30:00	14.73	91.15	28.06
20170122 08:00:00	10.558	89.97	29.43
20170122 08:30:01	14.469	91.28	28.54
20170122 09:00:01	10.821	89.84	30.18
20170122 09:30:01	14.185	90.81	29.41
20170122 10:00:00	14.912	91.06	28.07
20170122 10:30:00	10.973	90.95	24.92
20170122 11:00:00	15.54	89.92	26.34
20170122 11:30:00	15.128	91.07	31.37
20170122 12:00:00	10.645	91.44	25.82
20170122 12:30:00	12.878	91.82	29.73
20170122 13:00:00	10.695	92.28	25.87
20170122 13:30:00	14.3	90.25	29.27
20170122 14:00:00	10.882	89.18	27.46
20170122 14:30:00	15.646	92.07	26.94
20170122 15:00:00	10.727	90.63	29.37
20170122 15:30:01	10.968	91.41	31.85
20170122 16:00:00	14.594	90.81	27.02
20170122 16:30:00	14.191	90.41	26.82
20170122 17:00:00	10.871	90.74	25.61
20170122 17:30:00	14.436	90.19	27.06
20170122 18:00:00	10.769	89.75	30.24
20170122 18:30:00	15.452	91.69	28.22
20170122 19:00:00	14.992	91.71	27.76
20170122 19:30:00	10.721	91.17	29.42
20170130 08:00:00	44.25	90.24	29.22
20170130 08:30:00	14.088	91.02	30.97
20170130 09:00:00	15.592	89.98	27.63
20170130 09:30:00	11.275	65.52	27.54
20170130 10:00:00	26.831	89.33	30.42
20170130 10:30:00	15.907	88.25	30.54
20170130 11:00:01	11.375	85.03	29.51
20170130 11:30:00	16.625	82.30	29.37
20170130 12:00:00	15.277	85.91	29.15
20170130 12:30:00	11.134	80.84	30.08
20170130 13:00:00	15.858	83.19	29.48
20170130 13:30:00	11.24	85.02	27.20
20170130 14:00:00	14.327	82.45	29.78
20170130 14:30:00	17.11	90.79	27.44
20170130 15:00:00	10.577	89.87	30.27
20170130 15:30:00	10.84	90.80	30.09
20170130 16:00:01	11.302	90.36	30.70
20170130 16:30:00	15.41	90.67	29.30
20170130 17:00:00	10.993	91.79	25.23
20170130 17:30:00	15.001	91.37	28.77
20170130 18:00:00	10.766	91.86	24.99
20170130 18:30:00	14.749	92.38	29.42
20170130 19:00:01	10.623	91.52	30.18
20170130 19:30:00	14.659	89.92	28.53
20170130 20:00:00	11.834	86.33	25.84
20170130 20:30:00	14.94	91.63	28.87
20170130 21:00:00	19.993	91.02	27.58
20170130 21:30:00	18.701	82.96	23.51
20170130 22:00:00	9.919	79.18	21.73
20170130 22:30:00	14.864	86.09	27.93
20170130 23:00:00	15.094	88.29	29.19
20170130 23:30:00	10.655	91.41	28.02
20170131 00:00:00	15.17	89.36	28.75
20170131 00:30:00	10.75	92.01	28.47
20170131 01:00:00	14.4	89.37	27.72
20170131 01:30:00	14.263	90.10	26.30
20170131 02:00:00	10.955	90.81	29.84
20170131 02:30:00	10.674	91.10	25.86
20170131 03:00:00	10.963	89.71	28.63
20170131 03:30:00	10.957	90.30	28.81
20170131 04:00:00	10.965	91.63	27.73
20170131 04:30:01	16.81	91.56	27.03
20170131 05:00:00	10.62	91.09	29.07
20170131 05:30:01	15.076	91.01	31.22
20170131 06:00:00	10.617	92.37	26.29
20170131 06:30:00	10.876	91.26	29.95
20170131 07:00:01	15.101	92.14	29.50
20170131 07:30:00	10.574	91.09	29.74
20170131 08:00:00	14.22	91.95	29.89
20170131 08:30:00	10.142	87.88	28.22
20170131 09:00:00	15.27	92.52	23.91
20170131 09:30:00	11.034	91.42	27.10
20170131 10:00:00	15.773	87.58	26.05
20170131 10:30:00	13.551	86.89	28.11
20170131 11:00:00	15.901	88.13	29.23
20170131 11:30:00	11.679	92.26	28.82
20170131 12:00:00	15.392	92.06	28.27
20170131 12:30:00	10.743	89.30	26.79
20170131 13:00:00	10.894	87.96	30.72
20170131 13:30:00	14.772	83.91	28.35
20170131 14:00:00	13.97	86.80	29.69
20170131 14:30:00	14.717	91.02	30.97
20170131 15:00:00	13.797	92.47	25.56
20170131 15:30:00	10.663	90.77	27.45
20170131 16:00:00	14.485	90.30	25.67
20170131 16:30:00	11.064	87.26	28.73
20170131 17:00:00	14.911	92.41	27.35
20170131 17:30:00	10.368	87.51	30.36
20170131 18:00:00	14.863	91.15	28.86
20170131 18:30:00	10.88	91.64	31.87
20170131 19:00:00	13.708	88.93	30.42
20170131 19:30:00	13.626	89.59	31.99
20170131 20:00:00	10.586	89.71	30.22
20170131 20:30:00	15.681	92.70	28.22
20170131 21:00:00	10.62	86.28	29.67
20170131 21:30:00	15.526	74.90	21.61
20170131 22:00:00	14.75	81.03	29.79
20170131 22:30:00	error	error	error
20170131 23:00:00	13.114	89.77	25.46
20170131 23:30:00	13.555	90.55	27.49
20170201 00:00:00	10.616	91.48	27.77
20170201 00:30:01	13.995	91.09	29.99
20170201 01:00:00	10.467	92.12	28.43
20170201 01:30:00	14.474	90.68	25.83
20170201 02:00:00	13.476	88.80	28.15
20170201 02:30:00	10.471	90.01	29.23
20170201 03:00:00	14.96	91.03	27.41
20170201 03:30:00	13.592	92.21	25.90
20170201 04:00:00	14.591	91.96	27.94
20170201 04:30:00	14.186	89.19	27.66
